timestamp,station_id,anomaly_type,description
2026-08-29T01:25:21.092194,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:25:21.097994,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:25:21.120783,AWS_HYD,drift,Temperature drifted by 2.22
2026-08-29T01:25:21.123612,AWS_MAA,drift,Temperature drifted by 0.85
2026-08-29T01:25:21.125916,AWS_CCU,drift,Temperature drifted by 1.21
2026-08-29T01:25:21.130517,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:21.132325,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:21.136184,AWS_JAI,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:21.144418,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:21.153167,AWS_VTZ,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:21.159334,AWS_PAT,dropout,Reading dropped
2026-08-29T01:25:21.165448,AWS_IXR,drift,Temperature drifted by 2.67
2026-08-29T01:25:21.167180,AWS_MYQ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:21.169314,AWS_CJB,spike,humidity spiked by -17.49
2026-08-29T01:25:23.171992,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:25:23.175907,AWS_HYD,drift,Temperature drifted by 2.38
2026-08-29T01:25:23.177991,AWS_MAA,drift,Temperature drifted by 1.12
2026-08-29T01:25:23.180643,AWS_CCU,drift,Temperature drifted by 1.44
2026-08-29T01:25:23.185341,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:23.187432,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:23.189981,AWS_JAI,drift,Temperature drifted by 0.20
2026-08-29T01:25:23.193369,AWS_LKO,spike,humidity spiked by 20.31
2026-08-29T01:25:23.196855,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:23.198635,AWS_IDR,dropout,Reading dropped
2026-08-29T01:25:23.204862,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:23.206843,AWS_BBI,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:23.210953,AWS_IXR,drift,Temperature drifted by 2.84
2026-08-29T01:25:23.213588,AWS_MYQ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:25.224200,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:25:25.236354,AWS_MAA,drift,Temperature drifted by 1.39
2026-08-29T01:25:25.242541,AWS_CCU,drift,Temperature drifted by 1.73
2026-08-29T01:25:25.247082,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:25.255529,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:25.260697,AWS_JAI,drift,Temperature drifted by 0.51
2026-08-29T01:25:25.269303,AWS_KNP,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:25.274312,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:25.277926,AWS_IDR,dropout,Reading dropped
2026-08-29T01:25:25.290899,AWS_PAT,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:25.299842,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:25.307755,AWS_IXR,drift,Temperature drifted by 3.30
2026-08-29T01:25:27.320354,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:25:27.326100,AWS_MAA,drift,Temperature drifted by 1.68
2026-08-29T01:25:27.331990,AWS_CCU,drift,Temperature drifted by 2.11
2026-08-29T01:25:27.337773,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:27.345830,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:27.348621,AWS_JAI,drift,Temperature drifted by 0.81
2026-08-29T01:25:27.356630,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:27.358506,AWS_IDR,dropout,Reading dropped
2026-08-29T01:25:27.362473,AWS_VTZ,dropout,Reading dropped
2026-08-29T01:25:27.363966,AWS_PAT,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:27.366082,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:27.373227,AWS_IXR,drift,Temperature drifted by 3.64
2026-08-29T01:25:27.376972,AWS_MYQ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:29.381024,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:25:29.384675,AWS_DEL,spike,temperature spiked by -10.06
2026-08-29T01:25:29.391662,AWS_MAA,drift,Temperature drifted by 2.04
2026-08-29T01:25:29.396952,AWS_CCU,drift,Temperature drifted by 2.25
2026-08-29T01:25:29.404214,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:29.410708,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:29.413444,AWS_JAI,drift,Temperature drifted by 1.23
2026-08-29T01:25:29.417700,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:29.425999,AWS_BHO,drift,Temperature drifted by 0.11
2026-08-29T01:25:29.436882,AWS_VTZ,spike,humidity spiked by -11.34
2026-08-29T01:25:29.439222,AWS_PAT,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:29.443989,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:29.446676,AWS_BBI,drift,Temperature drifted by 0.21
2026-08-29T01:25:29.461280,AWS_IXR,drift,Temperature drifted by 4.01
2026-08-29T01:25:31.472134,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:25:31.479721,AWS_MAA,drift,Temperature drifted by 2.42
2026-08-29T01:25:31.482910,AWS_CCU,drift,Temperature drifted by 2.57
2026-08-29T01:25:31.490607,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:31.493578,AWS_JAI,drift,Temperature drifted by 1.58
2026-08-29T01:25:31.497082,AWS_LKO,drift,Temperature drifted by 0.24
2026-08-29T01:25:31.503576,AWS_BHO,drift,Temperature drifted by 0.60
2026-08-29T01:25:31.507815,AWS_COK,dropout,Reading dropped
2026-08-29T01:25:31.517899,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:31.520412,AWS_BBI,drift,Temperature drifted by 0.56
2026-08-29T01:25:31.525399,AWS_IXR,drift,Temperature drifted by 4.15
2026-08-29T01:25:31.528423,AWS_MYQ,dropout,Reading dropped
2026-08-29T01:25:33.547173,AWS_DEL,dropout,Reading dropped
2026-08-29T01:25:33.555359,AWS_MAA,drift,Temperature drifted by 2.80
2026-08-29T01:25:33.562526,AWS_CCU,drift,Temperature drifted by 2.88
2026-08-29T01:25:33.569017,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:33.578575,AWS_JAI,drift,Temperature drifted by 2.03
2026-08-29T01:25:33.581323,AWS_LKO,drift,Temperature drifted by 0.60
2026-08-29T01:25:33.595106,AWS_BHO,drift,Temperature drifted by 0.83
2026-08-29T01:25:33.604481,AWS_COK,dropout,Reading dropped
2026-08-29T01:25:33.613692,AWS_VTZ,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:33.622599,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:33.630167,AWS_BBI,drift,Temperature drifted by 0.71
2026-08-29T01:25:33.634843,AWS_IXR,drift,Temperature drifted by 4.51
2026-08-29T01:25:33.638222,AWS_MYQ,dropout,Reading dropped
2026-08-29T01:25:35.642790,AWS_DEL,dropout,Reading dropped
2026-08-29T01:25:35.645835,AWS_MAA,drift,Temperature drifted by 2.98
2026-08-29T01:25:35.648501,AWS_CCU,drift,Temperature drifted by 3.09
2026-08-29T01:25:35.654350,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:35.660138,AWS_LKO,drift,Temperature drifted by 1.00
2026-08-29T01:25:35.664584,AWS_BHO,drift,Temperature drifted by 1.20
2026-08-29T01:25:35.671884,AWS_VTZ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:35.675365,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:35.677711,AWS_BBI,drift,Temperature drifted by 0.85
2026-08-29T01:25:35.681761,AWS_IXR,spike,humidity spiked by 24.71
2026-08-29T01:25:35.684231,AWS_MYQ,dropout,Reading dropped
2026-08-29T01:25:37.689515,AWS_DEL,dropout,Reading dropped
2026-08-29T01:25:37.698759,AWS_CCU,drift,Temperature drifted by 3.29
2026-08-29T01:25:37.705652,AWS_STV,frozen_value,Values frozen
2026-08-29T01:25:37.710148,AWS_LKO,drift,Temperature drifted by 1.41
2026-08-29T01:25:37.714010,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:25:37.718308,AWS_BHO,drift,Temperature drifted by 1.36
2026-08-29T01:25:37.722966,AWS_PAT,drift,Temperature drifted by 0.49
2026-08-29T01:25:37.725468,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:37.730824,AWS_BBI,drift,Temperature drifted by 1.22
2026-08-29T01:25:39.760311,AWS_BLR,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:39.777551,AWS_LKO,drift,Temperature drifted by 1.59
2026-08-29T01:25:39.781728,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:25:39.789352,AWS_BHO,drift,Temperature drifted by 1.66
2026-08-29T01:25:39.794115,AWS_COK,spike,pressure spiked by -138.13
2026-08-29T01:25:39.798982,AWS_PAT,drift,Temperature drifted by 0.96
2026-08-29T01:25:39.800817,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:39.803054,AWS_BBI,drift,Temperature drifted by 1.33
2026-08-29T01:25:41.917193,AWS_LKO,drift,Temperature drifted by 1.80
2026-08-29T01:25:41.928654,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:25:41.940739,AWS_BHO,drift,Temperature drifted by 1.91
2026-08-29T01:25:41.950786,AWS_PAT,drift,Temperature drifted by 1.28
2026-08-29T01:25:41.965337,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:41.970338,AWS_BBI,drift,Temperature drifted by 1.82
2026-08-29T01:25:43.996052,AWS_DEL,dropout,Reading dropped
2026-08-29T01:25:44.050103,AWS_CCU,spike,pressure spiked by 117.47
2026-08-29T01:25:44.080776,AWS_JAI,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:44.085856,AWS_LKO,drift,Temperature drifted by 2.27
2026-08-29T01:25:44.091314,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:25:44.102218,AWS_IDR,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:44.106743,AWS_BHO,drift,Temperature drifted by 2.09
2026-08-29T01:25:44.120405,AWS_PAT,drift,Temperature drifted by 1.76
2026-08-29T01:25:44.125438,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:44.129300,AWS_BBI,drift,Temperature drifted by 1.99
2026-08-29T01:25:46.153108,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:25:46.190610,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:46.199252,AWS_JAI,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:46.205859,AWS_LKO,drift,Temperature drifted by 2.53
2026-08-29T01:25:46.209233,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:25:46.223399,AWS_BHO,drift,Temperature drifted by 2.50
2026-08-29T01:25:46.227422,AWS_COK,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:46.232777,AWS_PAT,drift,Temperature drifted by 2.05
2026-08-29T01:25:46.236245,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:25:46.239237,AWS_BBI,drift,Temperature drifted by 2.19
2026-08-29T01:25:46.246283,AWS_MYQ,spike,pressure spiked by -133.54
2026-08-29T01:25:46.249034,AWS_CJB,drift,Temperature drifted by 0.42
2026-08-29T01:25:48.257048,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:25:48.283307,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:48.290143,AWS_LKO,drift,Temperature drifted by 2.64
2026-08-29T01:25:48.293953,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:25:48.305285,AWS_BHO,drift,Temperature drifted by 2.85
2026-08-29T01:25:48.317941,AWS_VTZ,drift,Temperature drifted by 0.27
2026-08-29T01:25:48.329709,AWS_PAT,drift,Temperature drifted by 2.37
2026-08-29T01:25:48.337089,AWS_BBI,drift,Temperature drifted by 2.29
2026-08-29T01:25:48.353236,AWS_MYQ,spike,pressure spiked by 108.80
2026-08-29T01:25:48.357663,AWS_CJB,drift,Temperature drifted by 0.73
2026-08-29T01:25:50.367457,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:25:50.388910,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:50.397304,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:25:50.403449,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:25:50.407739,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:50.413773,AWS_BHO,drift,Temperature drifted by 3.04
2026-08-29T01:25:50.420917,AWS_VTZ,drift,Temperature drifted by 0.56
2026-08-29T01:25:50.424439,AWS_PAT,drift,Temperature drifted by 2.48
2026-08-29T01:25:50.428064,AWS_IXC,drift,Temperature drifted by 0.46
2026-08-29T01:25:50.432012,AWS_BBI,drift,Temperature drifted by 2.60
2026-08-29T01:25:50.444324,AWS_MYQ,drift,Temperature drifted by 0.20
2026-08-29T01:25:50.451377,AWS_CJB,drift,Temperature drifted by 1.11
2026-08-29T01:25:52.458326,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:25:52.475458,AWS_CCU,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:52.483771,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:52.498511,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:25:52.508850,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:25:52.512097,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:52.520707,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:25:52.524839,AWS_VTZ,drift,Temperature drifted by 0.82
2026-08-29T01:25:52.528304,AWS_PAT,drift,Temperature drifted by 2.92
2026-08-29T01:25:52.530804,AWS_IXC,drift,Temperature drifted by 0.60
2026-08-29T01:25:52.535654,AWS_BBI,drift,Temperature drifted by 2.98
2026-08-29T01:25:52.540100,AWS_GAU,drift,Temperature drifted by 0.24
2026-08-29T01:25:52.546251,AWS_MYQ,drift,Temperature drifted by 0.50
2026-08-29T01:25:52.552246,AWS_CJB,drift,Temperature drifted by 1.29
2026-08-29T01:25:54.566108,AWS_MUM,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:25:54.576396,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:25:54.588908,AWS_HYD,spatial_outlier,Deviating from spatial trend
2026-08-29T01:25:54.600903,AWS_CCU,drift,Temperature drifted by 0.26
2026-08-29T01:25:54.614458,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:54.631371,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:25:54.637767,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:54.647299,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:25:54.649826,AWS_VTZ,drift,Temperature drifted by 1.03
2026-08-29T01:25:54.653236,AWS_PAT,drift,Temperature drifted by 3.42
2026-08-29T01:25:54.655604,AWS_IXC,drift,Temperature drifted by 0.75
2026-08-29T01:25:54.662387,AWS_BBI,drift,Temperature drifted by 3.18
2026-08-29T01:25:54.666019,AWS_GAU,drift,Temperature drifted by 0.46
2026-08-29T01:25:54.671057,AWS_MYQ,drift,Temperature drifted by 0.77
2026-08-29T01:25:54.674134,AWS_CJB,drift,Temperature drifted by 1.51
2026-08-29T01:25:56.680652,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:25:56.695357,AWS_CCU,drift,Temperature drifted by 0.66
2026-08-29T01:25:56.705784,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:56.718297,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:25:56.724718,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:56.732767,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:25:56.735992,AWS_VTZ,drift,Temperature drifted by 1.45
2026-08-29T01:25:56.738273,AWS_PAT,drift,Temperature drifted by 3.86
2026-08-29T01:25:56.742232,AWS_IXC,drift,Temperature drifted by 1.22
2026-08-29T01:25:56.745242,AWS_BBI,drift,Temperature drifted by 3.68
2026-08-29T01:25:56.749855,AWS_GAU,drift,Temperature drifted by 0.84
2026-08-29T01:25:56.753927,AWS_MYQ,drift,Temperature drifted by 1.15
2026-08-29T01:25:56.756599,AWS_CJB,drift,Temperature drifted by 1.71
2026-08-29T01:25:58.772514,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:25:58.789345,AWS_CCU,drift,Temperature drifted by 0.87
2026-08-29T01:25:58.795623,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:25:58.804199,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:25:58.808084,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:25:58.812155,AWS_IDR,dropout,Reading dropped
2026-08-29T01:25:58.817325,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:25:58.821917,AWS_VTZ,drift,Temperature drifted by 1.69
2026-08-29T01:25:58.824915,AWS_PAT,drift,Temperature drifted by 4.06
2026-08-29T01:25:58.827986,AWS_IXC,drift,Temperature drifted by 1.71
2026-08-29T01:25:58.832624,AWS_GAU,drift,Temperature drifted by 1.21
2026-08-29T01:25:58.839518,AWS_MYQ,drift,Temperature drifted by 1.33
2026-08-29T01:25:58.843845,AWS_CJB,drift,Temperature drifted by 2.06
2026-08-29T01:26:00.853232,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:26:00.867846,AWS_CCU,drift,Temperature drifted by 1.10
2026-08-29T01:26:00.879483,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:26:00.884012,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:26:00.890259,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:26:00.893217,AWS_IDR,dropout,Reading dropped
2026-08-29T01:26:00.897661,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:26:00.900106,AWS_VTZ,drift,Temperature drifted by 1.92
2026-08-29T01:26:00.905898,AWS_PAT,drift,Temperature drifted by 4.49
2026-08-29T01:26:00.911102,AWS_GAU,drift,Temperature drifted by 1.65
2026-08-29T01:26:00.915752,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:00.917934,AWS_MYQ,drift,Temperature drifted by 1.83
2026-08-29T01:26:00.922028,AWS_CJB,drift,Temperature drifted by 2.40
2026-08-29T01:26:02.931846,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:26:02.946055,AWS_CCU,drift,Temperature drifted by 1.31
2026-08-29T01:26:02.950577,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:26:02.955943,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:26:02.958675,AWS_KNP,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:26:02.962151,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:26:02.964940,AWS_IDR,dropout,Reading dropped
2026-08-29T01:26:02.967530,AWS_BHO,spike,humidity spiked by 26.19
2026-08-29T01:26:02.971560,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:26:02.974515,AWS_VTZ,drift,Temperature drifted by 2.37
2026-08-29T01:26:02.977133,AWS_PAT,drift,Temperature drifted by 4.91
2026-08-29T01:26:02.980878,AWS_GAU,drift,Temperature drifted by 2.15
2026-08-29T01:26:02.993745,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:03.001021,AWS_MYQ,drift,Temperature drifted by 1.95
2026-08-29T01:26:03.010581,AWS_CJB,drift,Temperature drifted by 2.89
2026-08-29T01:26:05.018942,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:26:05.025864,AWS_BLR,spatial_outlier,Deviating from spatial trend
2026-08-29T01:26:05.151797,AWS_CCU,drift,Temperature drifted by 1.53
2026-08-29T01:26:05.172779,AWS_PNQ,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:26:05.200181,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:26:05.247906,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:26:05.255643,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:26:05.267217,AWS_IDR,drift,Temperature drifted by 0.43
2026-08-29T01:26:05.287612,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:26:05.295853,AWS_VTZ,drift,Temperature drifted by 2.65
2026-08-29T01:26:05.300274,AWS_GAU,drift,Temperature drifted by 2.42
2026-08-29T01:26:05.302175,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:05.306252,AWS_MYQ,drift,Temperature drifted by 2.16
2026-08-29T01:26:05.307985,AWS_CJB,drift,Temperature drifted by 3.09
2026-08-29T01:26:07.313667,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:26:07.321586,AWS_CCU,drift,Temperature drifted by 1.72
2026-08-29T01:26:07.329159,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:26:07.333724,AWS_JAI,spatial_outlier,Deviating from spatial trend
2026-08-29T01:26:07.336596,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:26:07.340991,AWS_KNP,drift,Temperature drifted by 0.43
2026-08-29T01:26:07.343867,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:26:07.345902,AWS_IDR,drift,Temperature drifted by 0.91
2026-08-29T01:26:07.349201,AWS_COK,drift,Temperature drifted by 0.42
2026-08-29T01:26:07.350959,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:26:07.353210,AWS_VTZ,drift,Temperature drifted by 3.03
2026-08-29T01:26:07.359395,AWS_GAU,drift,Temperature drifted by 2.61
2026-08-29T01:26:07.361545,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:07.365454,AWS_MYQ,drift,Temperature drifted by 2.36
2026-08-29T01:26:07.369432,AWS_CJB,drift,Temperature drifted by 3.46
2026-08-29T01:26:09.374018,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:26:09.377344,AWS_DEL,frozen_value,Values frozen
2026-08-29T01:26:09.385117,AWS_HYD,spatial_outlier,Deviating from spatial trend
2026-08-29T01:26:09.388425,AWS_MAA,dropout,Reading dropped
2026-08-29T01:26:09.390281,AWS_CCU,drift,Temperature drifted by 2.10
2026-08-29T01:26:09.396771,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:26:09.403998,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:26:09.406987,AWS_KNP,drift,Temperature drifted by 0.55
2026-08-29T01:26:09.411094,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:26:09.415938,AWS_IDR,drift,Temperature drifted by 1.05
2026-08-29T01:26:09.419036,AWS_COK,drift,Temperature drifted by 0.87
2026-08-29T01:26:09.421000,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:26:09.424564,AWS_VTZ,drift,Temperature drifted by 3.42
2026-08-29T01:26:09.431340,AWS_BBI,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:26:09.433247,AWS_GAU,drift,Temperature drifted by 3.04
2026-08-29T01:26:09.435674,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:09.438219,AWS_MYQ,drift,Temperature drifted by 2.77
2026-08-29T01:26:11.458042,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:26:11.467347,AWS_MAA,dropout,Reading dropped
2026-08-29T01:26:11.472256,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:26:11.479500,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:26:11.481951,AWS_KNP,drift,Temperature drifted by 0.75
2026-08-29T01:26:11.484126,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:26:11.488433,AWS_IDR,drift,Temperature drifted by 1.18
2026-08-29T01:26:11.493489,AWS_COK,drift,Temperature drifted by 1.02
2026-08-29T01:26:11.496604,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:26:11.503392,AWS_PAT,spike,humidity spiked by -12.22
2026-08-29T01:26:11.510742,AWS_GAU,drift,Temperature drifted by 3.26
2026-08-29T01:26:11.515123,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:11.518218,AWS_MYQ,drift,Temperature drifted by 3.24
2026-08-29T01:26:13.527820,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:26:13.536263,AWS_BLR,spatial_outlier,Deviating from spatial trend
2026-08-29T01:26:13.547081,AWS_MAA,dropout,Reading dropped
2026-08-29T01:26:13.553694,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:26:13.556558,AWS_JAI,dropout,Reading dropped
2026-08-29T01:26:13.558021,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:26:13.561392,AWS_KNP,drift,Temperature drifted by 0.88
2026-08-29T01:26:13.565644,AWS_NAG,frozen_value,Values frozen
2026-08-29T01:26:13.568691,AWS_IDR,drift,Temperature drifted by 1.52
2026-08-29T01:26:13.572309,AWS_COK,drift,Temperature drifted by 1.13
2026-08-29T01:26:13.573899,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:26:13.577074,AWS_PAT,spatial_outlier,Deviating from spatial trend
2026-08-29T01:26:13.582035,AWS_GAU,drift,Temperature drifted by 3.63
2026-08-29T01:26:13.584160,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:13.587697,AWS_MYQ,drift,Temperature drifted by 3.62
2026-08-29T01:26:13.589714,AWS_CJB,drift,Temperature drifted by 0.38
2026-08-29T01:26:15.596405,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:26:15.614662,AWS_HYD,spike,pressure spiked by -149.43
2026-08-29T01:26:15.624751,AWS_MAA,dropout,Reading dropped
2026-08-29T01:26:15.639066,AWS_JAI,spatial_outlier,Deviating from spatial trend
2026-08-29T01:26:15.653325,AWS_KNP,drift,Temperature drifted by 1.02
2026-08-29T01:26:15.667646,AWS_IDR,drift,Temperature drifted by 1.78
2026-08-29T01:26:15.673721,AWS_COK,drift,Temperature drifted by 1.43
2026-08-29T01:26:15.682740,AWS_IXC,dropout,Reading dropped
2026-08-29T01:26:15.685527,AWS_GAU,drift,Temperature drifted by 4.02
2026-08-29T01:26:15.692962,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:15.701683,AWS_MYQ,drift,Temperature drifted by 3.79
2026-08-29T01:26:15.705030,AWS_CJB,drift,Temperature drifted by 0.58
2026-08-29T01:26:17.711111,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:26:17.714954,AWS_HYD,drift,Temperature drifted by 0.45
2026-08-29T01:26:17.718230,AWS_CCU,drift,Temperature drifted by 0.36
2026-08-29T01:26:17.722454,AWS_JAI,frozen_value,Values frozen
2026-08-29T01:26:17.725082,AWS_NAG,spike,humidity spiked by -25.43
2026-08-29T01:26:17.728991,AWS_IDR,drift,Temperature drifted by 2.21
2026-08-29T01:26:17.733437,AWS_COK,drift,Temperature drifted by 1.71
2026-08-29T01:26:17.737374,AWS_IXC,dropout,Reading dropped
2026-08-29T01:26:17.739596,AWS_GAU,drift,Temperature drifted by 4.22
2026-08-29T01:26:17.741873,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:17.745053,AWS_CJB,drift,Temperature drifted by 0.92
2026-08-29T01:26:19.747116,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:26:19.749426,AWS_HYD,drift,Temperature drifted by 0.82
2026-08-29T01:26:19.751191,AWS_CCU,drift,Temperature drifted by 0.65
2026-08-29T01:26:19.752552,AWS_JAI,frozen_value,Values frozen
2026-08-29T01:26:19.753700,AWS_NAG,drift,Temperature drifted by 0.14
2026-08-29T01:26:19.754412,AWS_IDR,drift,Temperature drifted by 2.64
2026-08-29T01:26:19.755585,AWS_COK,drift,Temperature drifted by 1.96
2026-08-29T01:26:19.757056,AWS_GAU,drift,Temperature drifted by 4.59
2026-08-29T01:26:19.757658,AWS_IXR,frozen_value,Values frozen
2026-08-29T01:26:19.758364,AWS_MYQ,spike,pressure spiked by -145.47
